model_name,smooth,edf,aic,bic,deviance_explained,r_sq,sp_mean,summary_text
m1_owf_elevation_sstlod_shipwreck_subset,s(min_dist_owf),17.967684998138193,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,s(elevation),6.790034192751,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,"te(sst,lod)",46.02613134050882,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,s(min_dist_shipwreck),15.225731188869485,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,model_overall,87.0095817202675,6882.174599415101,7566.032521298857,0.8113730409246179,0.7341522716468714,0.29341473313182703,"
Family: Negative Binomial(181.205) 
Link function: log 

Formula:
acoustic_detection ~ s(min_dist_owf, k = 20, bs = ""tp"") + s(elevation, 
    k = 10, bs = ""tp"") + te(sst, lod, k = c(10, 10), bs = c(""tp"", 
    ""cc"")) + s(min_dist_shipwreck, k = 20, bs = ""tp"")

Parametric coefficients:
            Estimate Std. Error z value Pr(>|z|)    
(Intercept)  -6.6066     0.3516  -18.79   <2e-16 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Approximate significance of smooth terms:
                        edf Ref.df  Chi.sq p-value    
s(min_dist_owf)       17.97 18.470  446.89  <2e-16 ***
s(elevation)           6.79  7.588   40.54  <2e-16 ***
te(sst,lod)           46.03 53.689 1088.33  <2e-16 ***
s(min_dist_shipwreck) 15.23 16.537  196.09  <2e-16 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

R-sq.(adj) =  0.734   Deviance explained = 81.1%
-REML = 3584.7  Scale est. = 1         n = 13320"
m1_owf_elevation_sstlod_shipwreck_subset,s(min_dist_owf),17.967684998138193,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,s(elevation),6.790034192751,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,"te(sst,lod)",46.02613134050882,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,s(min_dist_shipwreck),15.225731188869485,NA,NA,NA,NA,0.29341473313182703,NA
m1_owf_elevation_sstlod_shipwreck_subset,model_overall,87.0095817202675,6882.174599415101,7566.032521298857,0.8113730409246179,0.7341522716468714,0.29341473313182703,"
Family: Negative Binomial(181.205) 
Link function: log 

Formula:
acoustic_detection ~ s(min_dist_owf, k = 20, bs = ""tp"") + s(elevation, 
    k = 10, bs = ""tp"") + te(sst, lod, k = c(10, 10), bs = c(""tp"", 
    ""cc"")) + s(min_dist_shipwreck, k = 20, bs = ""tp"")

Parametric coefficients:
            Estimate Std. Error z value Pr(>|z|)    
(Intercept)  -6.6066     0.3516  -18.79   <2e-16 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Approximate significance of smooth terms:
                        edf Ref.df  Chi.sq p-value    
s(min_dist_owf)       17.97 18.470  446.89  <2e-16 ***
s(elevation)           6.79  7.588   40.54  <2e-16 ***
te(sst,lod)           46.03 53.689 1088.33  <2e-16 ***
s(min_dist_shipwreck) 15.23 16.537  196.09  <2e-16 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

R-sq.(adj) =  0.734   Deviance explained = 81.1%
-REML = 3584.7  Scale est. = 1         n = 13320"
